,CASTNO,HM_WT,AIM_S,HM_S,HM_C,HM_SI,HM_TI,HM_MN,CAC2,MG,HM_TEMP,CAC2_INJ_TIME,MG_INJ_TIME,DS_S
4884,V93351,175,0.005,0.046,4.56,0.465,0.057,0.05,374,52,1392.0,9,6,0.02
4885,V93350,168,0.005,0.027000000000000003,4.56,0.626,0.073,0.053,279,41,1413.0,7,3,0.006
4886,V93348,167,0.005,0.031,4.55,0.54,0.065,0.053,319,45,1388.3496882179193,8,5,0.008
4887,V93347,173,0.005,0.028999999999999998,4.57,0.5,0.067,0.052000000000000005,292,41,1337.0,8,3,0.005
4888,V93346,165,0.005,0.03,4.55,0.521,0.067,0.051,321,45,1313.0,8,5,0.004
4889,V93345,176,0.005,0.027999999999999997,4.6,0.573,0.07,0.05,302,44,1364.0,8,4,0.005
4890,V93343,166,0.005,0.045,4.6,0.5,0.06,0.046,391,54,1359.0,10,6,0.009000000000000001
4891,V93342,168,0.005,0.034,4.55,0.5,0.06,0.042,315,44,1372.0,8,3,0.011000000000000001
4892,V93340,161,0.005,0.042,4.41,0.45,0.054000000000000006,0.044000000000000004,416,60,1358.0,11,7,0.009000000000000001
4893,V93337,165,0.005,0.026000000000000002,4.6,0.568,0.067,0.052000000000000005,293,41,1432.0,7,5,0.008
4894,V93335,175,0.005,0.035,4.48,0.49,0.065,0.05,704,0,1413.0,18,2,0.004
4895,V93333,179,0.005,0.037000000000000005,4.55,0.546,0.065,0.053,346,48,1328.0,9,5,0.012
4896,V93334,160,0.005,0.038,4.45,0.44,0.062,0.052000000000000005,352,50,1485.0,9,6,0.005
4897,V93332,164,0.005,0.033,4.57,0.541,0.066,0.052000000000000005,320,48,1357.0,8,2,0.012
4898,V93331,163,0.005,0.031,4.6,0.609,0.067,0.052000000000000005,319,46,1389.0,8,5,0.006999999999999999
4899,V93330,166,0.005,0.043,4.58,0.48,0.055,0.048,375,52,1384.0,10,5,0.009000000000000001
4900,V93329,178,0.005,0.055,4.6,0.47,0.042,0.042,416,68,1425.0,12,7,0.006999999999999999
4901,V93328,176,0.005,0.038,4.58,0.46,0.055,0.048,339,50,1388.3496882179193,8,6,0.011000000000000001
4902,V93327,161,0.005,0.035,4.6,0.51,0.064,0.053,336,46,1421.0,8,4,0.011000000000000001
4903,V93326,164,0.005,0.034,4.62,0.623,0.07,0.055,310,57,1443.0,8,5,0.006
4904,V93325,161,0.005,0.035,4.6,0.628,0.07400000000000001,0.055,312,44,1455.0,8,5,0.012
4905,V93323,160,0.005,0.034,4.52,0.662,0.066,0.05,340,63,1372.0,9,6,0.004
4906,V93322,168,0.005,0.034,4.58,0.58,0.06,0.048,310,45,1397.0,8,5,0.008
4907,V93321,176,0.005,0.035,4.58,0.505,0.06,0.046,326,45,1379.0,8,5,0.008
4908,V93320,167,0.005,0.036000000000000004,4.57,0.494,0.059000000000000004,0.049,390,48,1320.0,10,4,0.004
4909,V93319,165,0.005,0.027000000000000003,4.52,0.626,0.07200000000000001,0.055999999999999994,284,41,1385.0,7,5,0.008
4910,V93318,166,0.005,0.028999999999999998,4.63,0.64,0.073,0.052000000000000005,296,43,1371.0,8,4,0.005
4911,V93316,154,0.005,0.032,4.58,0.67,0.07400000000000001,0.051,298,42,1448.0,7,5,0.006999999999999999
4912,V93315,168,0.005,0.03,4.56,0.68,0.076,0.051,304,42,1388.3496882179193,8,4,0.008
4913,V93314,167,0.005,0.027000000000000003,4.6,0.72,0.08,0.052000000000000005,280,46,1431.0,7,3,0.006
4914,V93311,160,0.005,0.026000000000000002,4.54,0.762,0.083,0.051,271,51,1513.0,7,4,0.006
4915,V93310,166,0.005,0.031,4.55,0.7290000000000001,0.08,0.05,299,44,1470.0,8,5,0.006999999999999999
4916,V93309,166,0.005,0.040999999999999995,4.54,0.544,0.059000000000000004,0.047,360,52,1346.0,9,5,0.006999999999999999
4917,V93308,168,0.005,0.025,4.56,0.789,0.08,0.051,286,46,1382.0,7,4,0.004
4918,V93306,170,0.005,0.045,4.56,0.332,0.038,0.045,366,51,1357.0,12,5,0.01
4919,V93305,162,0.005,0.043,4.52,0.38299999999999995,0.042,0.046,367,51,1388.3496882179193,10,5,0.01
4920,V93304,171,0.005,0.034,4.56,0.63,0.069,0.05,312,44,1384.0,10,4,0.006
4921,V93303,167,0.005,0.040999999999999995,4.54,0.509,0.057999999999999996,0.046,370,82,1370.0,10,7,0.004
4922,V93302,170,0.005,0.057999999999999996,4.52,0.349,0.039,0.042,435,61,1330.0,11,6,0.012
4923,V93301,170,0.005,0.044000000000000004,4.55,0.447,0.051,0.044000000000000004,360,51,1370.0,10,5,0.01
4924,V93300,167,0.005,0.031,4.57,0.54,0.066,0.048,300,62,1418.0,8,6,0.006
4925,V93299,178,0.005,0.019,4.62,0.77,0.08800000000000001,0.057,259,36,1361.0,7,4,0.005
4926,V93298,171,0.005,0.018000000000000002,4.55,0.95,0.096,0.06,238,33,1383.0,7,3,0.005
4927,V93295,166,0.005,0.032,4.57,0.675,0.07400000000000001,0.052000000000000005,310,44,1486.0,8,6,0.006999999999999999
4928,V93294,168,0.005,0.027000000000000003,4.58,0.679,0.07400000000000001,0.049,296,41,1422.0,8,4,0.006999999999999999
4929,V93293,163,0.005,0.035,4.59,0.601,0.06,0.05,489,63,1410.0,15,4,0.005
4930,V93292,165,0.005,0.038,4.56,0.595,0.057999999999999996,0.05,321,45,1405.0,8,6,0.01
4931,V93291,180,0.005,0.027999999999999997,4.59,0.551,0.07,0.051,308,44,1326.0,9,4,0.005
4932,V93290,168,0.005,0.032,4.58,0.66,0.068,0.052000000000000005,317,44,1434.0,9,3,0.008
4933,V93289,168,0.005,0.025,4.49,0.62,0.07200000000000001,0.05,279,40,1425.0,7,5,0.009000000000000001
4934,V93288,164,0.005,0.023,4.56,0.624,0.075,0.054000000000000006,282,40,1417.0,9,4,0.005
4935,V93286,170,0.005,0.062,4.55,0.478,0.040999999999999995,0.039,455,65,1388.3496882179193,12,9,0.016
4936,V93283,163,0.005,0.051,4.59,0.41700000000000004,0.053,0.044000000000000004,494,56,1380.0,10,8,0.018000000000000002
4937,V93282,158,0.005,0.052000000000000005,4.59,0.461,0.047,0.040999999999999995,381,57,1385.0,14,5,0.011000000000000001
4938,V93281,163,0.005,0.05,4.58,0.433,0.053,0.043,396,55,1434.0,10,5,0.015
4939,V93280,166,0.005,0.047,4.58,0.389,0.05,0.045,384,53,1383.0,10,7,0.012
4940,V93278,167,0.005,0.053,4.55,0.385,0.034,0.045,401,58,1382.0,11,5,0.01
4941,V93277,178,0.005,0.04,4.62,0.365,0.043,0.046,348,50,1574.0,9,6,0.011000000000000001
4942,V93276,169,0.005,0.034,4.58,0.42100000000000004,0.052000000000000005,0.05,316,45,1421.0,9,4,0.008
4943,V93275,170,0.005,0.036000000000000004,4.53,0.309,0.045,0.047,324,46,1433.0,9,4,0.01
4944,V93273,168,0.005,0.033,4.56,0.386,0.052000000000000005,0.053,304,44,1328.0,10,4,0.006
4945,V93272,164,0.005,0.03,4.55,0.34600000000000003,0.052000000000000005,0.052000000000000005,297,42,1421.0,8,3,0.008
4946,V93271,160,0.005,0.03,4.55,0.44299999999999995,0.05,0.052000000000000005,293,42,1438.0,9,4,0.008
4947,V93270,165,0.005,0.03,4.59,0.385,0.053,0.052000000000000005,296,41,1470.0,8,3,0.009000000000000001
4948,V93269,159,0.005,0.034,4.59,0.39,0.052000000000000005,0.051,313,44,1399.0,10,4,0.01
4949,V93268,177,0.005,0.028999999999999998,4.64,0.569,0.069,0.053,296,41,1386.0,8,3,0.006999999999999999
4950,V93267,153,0.005,0.036000000000000004,4.6,0.504,0.062,0.05,321,47,1377.0,10,4,0.006999999999999999
4951,V93266,168,0.005,0.032,4.6,0.5429999999999999,0.063,0.051,322,45,1395.0,8,6,0.009000000000000001
4952,V93265,167,0.005,0.03,4.62,0.534,0.065,0.055,299,42,1375.0,8,4,0.008
4953,V93264,180,0.005,0.031,4.6,0.529,0.066,0.052000000000000005,295,42,1387.0,9,4,0.004
4954,V93263,163,0.005,0.03,4.55,0.7909999999999999,0.078,0.051,312,44,1375.0,8,6,0.008
4955,V93262,169,0.005,0.03,4.51,0.9,0.084,0.047,349,49,1406.0,9,4,0.004
4956,V93261,168,0.005,0.036000000000000004,4.6,0.6729999999999999,0.07400000000000001,0.052000000000000005,319,46,1435.0,9,5,0.009000000000000001
4957,V93260,177,0.005,0.031,4.55,0.5720000000000001,0.067,0.055,307,42,1439.0,8,6,0.011000000000000001
4958,V93258,176,0.005,0.054000000000000006,4.5,0.701,0.069,0.045,403,57,1448.0,12,6,0.006999999999999999
4959,V93257,172,0.005,0.052000000000000005,4.51,0.623,0.061,0.042,408,57,1327.0,10,8,0.012
4960,V93256,178,0.005,0.023,4.62,0.545,0.069,0.055,286,40,1425.0,8,3,0.006999999999999999
4961,V93255,177,0.005,0.028999999999999998,4.6,0.573,0.066,0.054000000000000006,286,40,1432.0,8,4,0.006999999999999999
4962,V93254,176,0.005,0.032,4.55,0.54,0.059000000000000004,0.055,325,44,1408.0,8,6,0.01
4963,V93253,178,0.005,0.031,4.59,0.5710000000000001,0.067,0.053,305,43,1422.0,8,4,0.006
4964,V93252,176,0.005,0.033,4.58,0.732,0.075,0.053,305,43,1411.0,9,4,0.006
4965,V93251,167,0.005,0.03,4.6,0.826,0.08199999999999999,0.053,308,42,1410.0,8,6,0.008
4966,V93250,171,0.005,0.035,4.56,0.647,0.069,0.051,323,46,1409.0,9,4,0.005
4967,V93249,176,0.005,0.035,4.55,0.628,0.053,0.052000000000000005,370,41,1388.3496882179193,11,4,0.008
4968,V93248,166,0.005,0.039,4.51,0.41,0.057,0.054000000000000006,349,50,1423.0,9,7,0.006999999999999999
4969,V93246,180,0.005,0.028999999999999998,4.59,0.752,0.079,0.055,285,41,1394.0,9,4,0.006999999999999999
4970,V93245,163,0.005,0.04,4.53,0.6920000000000001,0.075,0.054000000000000006,357,49,1388.3496882179193,9,7,0.006999999999999999
4971,V93243,176,0.005,0.032,4.59,0.499,0.065,0.055999999999999994,298,43,1429.0,9,5,0.005
4972,V93242,176,0.005,0.027000000000000003,4.55,0.522,0.065,0.055999999999999994,304,43,1421.0,7,5,0.008
4973,V93241,170,0.005,0.023,4.62,0.557,0.065,0.055999999999999994,276,38,1385.0,7,3,0.005
4974,V93240,177,0.005,0.026000000000000002,4.57,1.0290000000000001,0.09300000000000001,0.051,284,42,1388.3496882179193,8,4,0.006999999999999999
4975,V93239,178,0.005,0.026000000000000002,4.57,0.802,0.077,0.054000000000000006,327,45,1416.0,8,6,0.008
4976,V93238,168,0.005,0.024,4.58,0.569,0.061,0.055,365,50,1410.0,9,4,0.012
4977,V93237,171,0.005,0.027999999999999997,4.57,0.812,0.08,0.055,295,42,1405.0,8,4,0.006999999999999999
4978,V93236,172,0.005,0.028999999999999998,4.6,0.992,0.09300000000000001,0.055,328,45,1406.0,8,6,0.008
4979,V93235,155,0.005,0.03,4.55,0.662,0.066,0.053,297,41,1403.0,7,3,0.01
4980,V93234,163,0.005,0.03,4.57,0.493,0.059000000000000004,0.053,302,43,1422.0,9,4,0.006999999999999999
4981,V93233,163,0.005,0.024,4.59,0.588,0.071,0.055,278,38,1391.0,7,5,0.008
4982,V93232,172,0.005,0.024,4.56,0.7170000000000001,0.075,0.055999999999999994,298,41,1383.0,8,4,0.005
4983,V93231,161,0.005,0.021,4.56,0.596,0.069,0.051,248,35,1426.0,7,3,0.008
4984,V93230,165,0.005,0.033,4.56,0.648,0.07,0.055,305,41,1358.0,7,5,0.011000000000000001
4985,V93229,160,0.005,0.024,4.55,0.6509999999999999,0.073,0.054000000000000006,265,36,1401.0,7,3,0.006
4986,V93228,165,0.005,0.024,4.6,0.561,0.07,0.055,261,38,1430.0,8,4,0.011000000000000001
4987,V93226,180,0.005,0.023,4.68,0.527,0.065,0.054000000000000006,265,36,1428.0,7,3,0.006999999999999999
4988,V93225,160,0.005,0.025,4.62,0.556,0.066,0.053,271,38,1433.0,8,4,0.006999999999999999
4989,V93224,166,0.005,0.026000000000000002,4.62,0.611,0.071,0.055999999999999994,294,41,1413.0,7,6,0.011000000000000001
4990,V93223,168,0.005,0.027999999999999997,4.65,0.608,0.071,0.055999999999999994,292,41,1357.0,8,4,0.006
4991,V93222,164,0.005,0.03,4.62,0.508,0.065,0.055999999999999994,285,41,1391.0,8,4,0.009000000000000001
4992,V93221,164,0.005,0.031,4.59,0.512,0.064,0.054000000000000006,333,40,1399.0,8,6,0.01
4993,V93220,165,0.005,0.028999999999999998,4.59,0.493,0.065,0.054000000000000006,292,41,1369.0,8,4,0.005
4994,V93219,166,0.005,0.025,4.6,0.564,0.067,0.055,285,41,1401.0,8,4,0.006
4995,V93218,160,0.005,0.027000000000000003,4.61,0.551,0.067,0.055999999999999994,291,40,1435.0,7,5,0.008
4996,V93217,165,0.005,0.025,4.59,0.51,0.066,0.055,272,38,1404.0,7,3,0.009000000000000001
4997,V93216,164,0.005,0.035,4.62,0.456,0.059000000000000004,0.052000000000000005,344,50,1371.0,10,5,0.005
4998,V93215,163,0.005,0.039,4.59,0.424,0.046,0.049,343,48,1350.0,8,6,0.015
4999,V93214,166,0.005,0.028999999999999998,4.55,0.615,0.071,0.053,292,41,1388.3496882179193,8,3,0.008
5000,V93213,169,0.005,0.028999999999999998,4.58,0.517,0.069,0.052000000000000005,291,42,1430.0,8,4,0.013000000000000001
5001,V93212,160,0.005,0.038,4.59,0.46399999999999997,0.057999999999999996,0.048,497,48,1407.0,9,6,0.015
5002,V93211,163,0.005,0.036000000000000004,4.53,0.695,0.068,0.051,324,45,1402.0,9,4,0.006
5003,V93208,160,0.005,0.067,4.4,0.4,0.034,0.040999999999999995,534,80,1388.3496882179193,15,9,0.022000000000000002
5004,V93206,164,0.005,0.028999999999999998,4.6,0.534,0.062,0.052000000000000005,291,41,1388.3496882179193,8,4,0.009000000000000001
5005,V93205,179,0.005,0.03,4.6,0.551,0.065,0.052000000000000005,305,47,1382.0,9,5,0.006
5006,V93204,163,0.005,0.038,4.56,0.527,0.061,0.047,348,47,1406.0,8,6,0.011000000000000001
5007,V93203,170,0.005,0.07200000000000001,4.4,0.42,0.040999999999999995,0.039,519,79,1366.0,14,7,0.012
5008,V93202,177,0.005,0.031,4.6,0.591,0.071,0.051,304,43,1405.0,9,5,0.013000000000000001
5009,V93201,167,0.005,0.03,4.55,0.6859999999999999,0.075,0.054000000000000006,312,42,1418.0,7,5,0.006999999999999999
5010,V93200,165,0.005,0.048,4.5,0.4,0.045,0.044000000000000004,392,55,1408.0,10,5,0.01
5011,V93199,175,0.005,0.048,4.52,0.41,0.047,0.044000000000000004,386,62,1464.0,11,7,0.013000000000000001
5012,V93197,162,0.005,0.027999999999999997,4.55,0.62,0.067,0.051,286,40,1388.3496882179193,7,3,0.009000000000000001
5013,V93195,165,0.005,0.037000000000000005,4.53,0.763,0.077,0.054000000000000006,327,46,1388.3496882179193,9,5,0.006
5014,V93194,173,0.005,0.035,4.56,0.752,0.07200000000000001,0.05,327,45,1388.3496882179193,8,5,0.009000000000000001
5015,V93193,175,0.005,0.034,4.55,0.669,0.069,0.05,316,44,1388.3496882179193,8,4,0.009000000000000001
5016,V93192,162,0.005,0.036000000000000004,4.58,0.748,0.08,0.053,320,46,1431.0,10,5,0.006
5017,V93190,170,0.005,0.039,4.59,0.792,0.077,0.05,341,48,1388.3496882179193,9,4,0.009000000000000001
5018,V93189,169,0.005,0.047,4.56,0.66,0.069,0.048,370,54,1359.0,11,6,0.006999999999999999
5019,V93188,165,0.005,0.048,4.61,0.518,0.057,0.048,400,57,1327.0,10,7,0.01
5020,V93187,177,0.005,0.042,4.55,0.58,0.064,0.05,355,53,1359.0,9,4,0.009000000000000001
5021,V93186,167,0.003,0.04,4.6,0.6629999999999999,0.07,0.053,373,52,1420.0,10,6,0.006999999999999999
5022,V93185,172,0.003,0.037000000000000005,4.59,0.818,0.079,0.051,367,52,1433.0,9,6,0.006999999999999999
5023,V93183,165,0.003,0.038,4.55,0.75,0.07200000000000001,0.052000000000000005,349,49,1399.0,9,4,0.005
5024,V93180,164,0.003,0.038,4.56,0.7020000000000001,0.073,0.055,376,53,1377.0,10,4,0.004
5025,V93179,169,0.003,0.037000000000000005,4.52,0.635,0.07,0.052000000000000005,357,50,1406.0,11,5,0.005
5026,V93178,164,0.003,0.037000000000000005,4.55,0.723,0.07400000000000001,0.052000000000000005,373,52,1381.0,10,4,0.006
5027,V93177,161,0.003,0.040999999999999995,4.47,0.65,0.071,0.053,383,53,1395.0,9,6,0.006
5028,V93176,170,0.003,0.045,4.54,0.58,0.068,0.049,394,56,1403.0,13,6,0.004
5029,V93175,165,0.003,0.03,4.71,0.79,0.078,0.055,326,46,1365.0,8,4,0.004
5030,V93174,168,0.003,0.037000000000000005,4.64,0.81,0.077,0.057999999999999996,368,51,1375.0,9,6,0.006999999999999999
5031,V93173,175,0.003,0.035,4.65,0.71,0.07200000000000001,0.057999999999999996,350,49,1380.0,9,4,0.006999999999999999
5032,V93172,168,0.003,0.04,4.6,0.66,0.069,0.054000000000000006,369,54,1382.0,11,6,0.005
5033,V93170,163,0.003,0.054000000000000006,4.52,0.58,0.064,0.053,450,63,1402.0,12,5,0.009000000000000001
5034,V93169,170,0.003,0.052000000000000005,4.53,0.5,0.054000000000000006,0.05,428,62,1432.0,13,7,0.006999999999999999
5035,V93167,170,0.003,0.046,4.57,0.55,0.06,0.053,398,56,1387.0,10,5,0.01
5036,V93165,161,0.003,0.054000000000000006,4.52,0.43,0.05,0.046,443,81,1410.0,12,7,0.009000000000000001
5037,V93166,172,0.003,0.052000000000000005,4.49,0.491,0.06,0.052000000000000005,458,62,1388.3496882179193,11,7,0.009000000000000001
5038,V93164,175,0.003,0.045,4.51,0.62,0.062,0.054000000000000006,399,56,1388.3496882179193,10,5,0.008
5039,V93163,165,0.003,0.039,4.54,0.635,0.065,0.057999999999999996,370,54,1368.0,9,6,0.006999999999999999
5040,V93162,162,0.005,0.039,4.52,0.509,0.057999999999999996,0.054000000000000006,353,50,1332.0,8,6,0.01
5041,V93161,167,0.005,0.053,4.48,0.47200000000000003,0.053,0.051,407,57,1327.0,11,5,0.01
5042,V93160,161,0.005,0.071,4.54,0.389,0.044000000000000004,0.040999999999999995,437,62,1352.0,10,8,0.02
5043,V93159,164,0.005,0.039,4.52,0.504,0.057999999999999996,0.057,378,52,1406.0,9,6,0.01
5044,V93158,180,0.005,0.051,4.57,0.659,0.062,0.057,396,56,1388.3496882179193,10,5,0.006
5045,V93155,174,0.005,0.06,4.6,0.45399999999999996,0.049,0.048,440,63,1347.0,11,5,0.012
5046,V93153,160,0.005,0.042,4.56,0.564,0.055999999999999994,0.059000000000000004,363,50,1409.0,9,6,0.01
5047,V93149,153,0.005,0.034,4.55,0.6990000000000001,0.064,0.047,323,45,1250.0,8,4,0.006999999999999999
5048,V93148,168,0.005,0.027999999999999997,4.57,0.769,0.075,0.062,295,40,1352.0,7,5,0.012
5049,V93147,174,0.005,0.028999999999999998,4.58,0.713,0.073,0.062,323,45,1397.0,9,5,0.006
5050,V93145,160,0.005,0.033,4.63,0.581,0.066,0.057999999999999996,306,45,1380.0,9,5,0.01
5051,V93144,165,0.005,0.032,4.62,0.703,0.07200000000000001,0.057,418,44,1371.0,10,5,0.008
5052,V93142,160,0.005,0.04,4.61,0.621,0.063,0.055999999999999994,339,48,1388.3496882179193,10,5,0.008
5053,V93141,173,0.005,0.045,4.59,0.49,0.053,0.05,373,53,1389.0,9,6,0.012
5054,V93139,144,0.005,0.027999999999999997,4.6,0.851,0.083,0.06,285,42,1331.0,9,4,0.004
5055,V93137,166,0.005,0.032,4.62,0.637,0.067,0.057,318,42,1388.3496882179193,9,3,0.006
5056,V93136,156,0.005,0.028999999999999998,4.62,0.573,0.067,0.057,291,42,1418.0,9,4,0.005
5057,V93135,161,0.005,0.027999999999999997,4.62,0.648,0.065,0.057999999999999996,292,42,1406.0,7,5,0.011000000000000001
5058,V93133,163,0.005,0.035,4.47,0.708,0.07200000000000001,0.057999999999999996,317,46,1388.3496882179193,10,5,0.006
5059,V93132,162,0.005,0.042,4.62,0.6409999999999999,0.067,0.055999999999999994,355,49,1386.0,9,6,0.01
5060,V93131,160,0.005,0.048,4.61,0.72,0.07400000000000001,0.054000000000000006,379,53,1421.0,10,5,0.006999999999999999
5061,V93130,163,0.005,0.035,4.6,0.654,0.067,0.055,318,46,1394.0,10,5,0.006999999999999999
5062,V93127,180,0.005,0.034,4.6,0.85,0.081,0.057,318,46,1388.0,10,0,0.006
5063,V93126,177,0.005,0.046,4.61,0.68,0.066,0.053,375,55,1432.0,9,6,0.009000000000000001
5064,V93125,173,0.005,0.038,4.58,0.5720000000000001,0.061,0.053,335,48,1436.0,9,4,0.008
5065,V93124,175,0.005,0.035,4.56,0.58,0.064,0.055999999999999994,320,46,1384.0,10,4,0.005
5066,V93123,178,0.005,0.031,4.55,0.624,0.067,0.055999999999999994,302,42,1387.0,8,4,0.006
5067,V93122,174,0.005,0.03,4.62,0.6759999999999999,0.07400000000000001,0.057,308,42,1426.0,8,5,0.006999999999999999
5068,V93121,173,0.005,0.025,4.62,0.701,0.076,0.055999999999999994,271,38,1490.0,8,4,0.009000000000000001
5069,V93119,162,0.005,0.03,4.6,1.0,0.09,0.057999999999999996,307,44,1390.0,8,5,0.005
5070,V93118,165,0.005,0.03,4.62,0.8809999999999999,0.087,0.055,297,42,1480.0,8,4,0.005
5071,V93117,163,0.005,0.035,4.5,0.736,0.075,0.055999999999999994,318,46,1392.0,10,4,0.005
5072,V93116,158,0.005,0.032,4.62,0.541,0.064,0.053,317,45,1388.3496882179193,8,5,0.008
5073,V93114,174,0.005,0.05,4.58,0.915,0.08199999999999999,0.052000000000000005,391,56,1388.3496882179193,12,6,0.005
5074,V93113,180,0.005,0.04,4.62,0.841,0.07200000000000001,0.051,336,47,1363.0,8,5,0.011000000000000001
5075,V93111,173,0.005,0.034,4.55,0.693,0.071,0.055,313,45,1384.0,10,4,0.008
5076,V93110,173,0.005,0.037000000000000005,4.57,0.96,0.083,0.053,336,48,1377.0,8,5,0.006999999999999999
5077,V93107,166,0.005,0.05,4.56,0.405,0.042,0.049,397,57,1317.0,10,7,0.011000000000000001
5078,V93108,178,0.005,0.045,4.6,0.42,0.04,0.048,360,51,1315.0,11,5,0.012
5079,V93105,170,0.005,0.049,4.4,0.65,0.073,0.05,386,56,1326.0,11,6,0.008
5080,V93104,145,0.005,0.036000000000000004,4.48,0.74,0.075,0.054000000000000006,327,46,1321.0,8,5,0.006999999999999999
5081,V93103,160,0.005,0.040999999999999995,4.63,0.65,0.068,0.053,349,50,1354.0,9,4,0.008
5082,V93102,168,0.005,0.042,4.48,0.374,0.048,0.051,358,50,1406.0,9,6,0.011000000000000001
5083,V93101,152,0.005,0.045,4.56,0.43,0.045,0.049,365,51,1397.0,9,6,0.011000000000000001
5084,V93100,166,0.005,0.040999999999999995,4.59,0.49,0.040999999999999995,0.047,349,49,1388.3496882179193,9,4,0.01
5085,V93098,158,0.005,0.04,4.58,0.381,0.040999999999999995,0.048,352,50,1388.3496882179193,9,6,0.013000000000000001
5086,V93095,161,0.005,0.042,4.6,0.72,0.07400000000000001,0.052000000000000005,361,51,1300.0,10,6,0.005
5087,V93096,172,0.005,0.032,4.71,1.1,0.098,0.054000000000000006,305,43,1381.0,8,5,0.006999999999999999
5088,V93094,158,0.005,0.045,4.43,0.645,0.06,0.049,373,120,1320.0,11,7,0.005
5089,V93092,165,0.005,0.068,4.31,0.289,0.025,0.040999999999999995,503,71,1432.0,13,9,0.012
5090,V93091,163,0.005,0.067,4.37,0.265,0.025,0.042,521,91,1379.0,15,9,0.006999999999999999
5091,V93089,160,0.005,0.066,4.27,0.42,0.038,0.045,500,71,1341.0,13,9,0.012
5092,V93087,161,0.003,0.054000000000000006,4.53,0.42,0.038,0.046,448,63,1400.0,11,8,0.009000000000000001
5093,V93086,163,0.003,0.055,4.43,0.47,0.054000000000000006,0.049,442,63,1388.0,12,7,0.01
5094,V93085,175,0.003,0.039,4.52,0.701,0.07200000000000001,0.053,430,65,1377.0,9,4,0.008
5095,V93084,175,0.003,0.045,4.48,0.47,0.059000000000000004,0.05,388,56,1388.3496882179193,10,7,0.008
5096,V93082,165,0.003,0.04,4.55,0.49,0.057,0.05,367,53,1407.0,11,4,0.009000000000000001
5097,V93081,155,0.003,0.044000000000000004,4.57,0.6940000000000001,0.065,0.051,375,52,1417.0,9,7,0.012
5098,V93080,172,0.003,0.057999999999999996,4.57,0.6759999999999999,0.068,0.044000000000000004,464,66,1350.0,12,7,0.009000000000000001
5099,V93079,169,0.003,0.051,4.56,0.551,0.055999999999999994,0.045,420,59,1348.0,12,5,0.01
5100,V93077,162,0.003,0.057,4.56,0.52,0.051,0.04,457,66,1409.0,12,6,0.009000000000000001
5101,V93076,160,0.003,0.049,4.59,0.514,0.055,0.038,409,58,1376.0,11,5,0.012
5102,V93075,161,0.003,0.071,4.54,0.648,0.05,0.040999999999999995,562,79,1330.0,16,9,0.003
5103,V93074,152,0.005,0.054000000000000006,4.53,0.456,0.045,0.044000000000000004,454,63,1305.0,12,6,0.013000000000000001
5104,V93071,157,0.005,0.064,4.54,0.373,0.036000000000000004,0.040999999999999995,464,67,1359.0,12,6,0.013000000000000001
5105,V93070,163,0.005,0.063,4.56,0.39,0.04,0.044000000000000004,453,64,1439.0,12,6,0.01
5106,V93069,165,0.005,0.05,4.63,0.5489999999999999,0.055,0.044000000000000004,397,55,1432.0,10,5,0.013000000000000001
5107,V93068,164,0.005,0.062,4.59,0.633,0.065,0.038,445,63,1426.0,14,7,0.01
5108,V93067,165,0.005,0.057999999999999996,4.64,0.5479999999999999,0.055999999999999994,0.043,440,62,1359.0,12,5,0.011000000000000001
5109,V93065,170,0.005,0.057999999999999996,4.59,0.49,0.042,0.042,517,62,1364.0,13,6,0.012
5110,V93066,160,0.005,0.040999999999999995,4.59,0.509,0.046,0.044000000000000004,342,48,1388.3496882179193,10,5,0.012
5111,V93064,176,0.005,0.081,4.61,0.424,0.035,0.034,558,79,1300.0,15,7,0.012
